Date,Close,High,Low,Open,Volume
2026-04-02,358.0,359.8500061035156,345.5,350.29998779296875,22056018
2026-04-06,360.54998779296875,361.3999938964844,350.1000061035156,358.0,18320378
2026-04-07,362.95001220703125,364.0,357.0,357.0,23655155
2026-04-08,380.1499938964844,381.1499938964844,369.45001220703125,377.0,30162218
2026-04-09,371.8999938964844,378.70001220703125,369.45001220703125,377.0,12422256
2026-04-10,374.54998779296875,379.1499938964844,372.3500061035156,373.5,23751660
2026-04-13,371.8999938964844,373.0,365.6000061035156,367.95001220703125,30027087
2026-04-15,382.3999938964844,383.0,375.5,375.5,19100372
2026-04-16,379.1499938964844,386.45001220703125,378.25,383.1499938964844,12060624
2026-04-17,383.6000061035156,385.20001220703125,376.6499938964844,379.29998779296875,11626179
2026-04-20,379.20001220703125,386.0,378.0,384.1000061035156,11146713
2026-04-21,382.1499938964844,383.1499938964844,378.3500061035156,381.45001220703125,12323488
2026-04-22,376.8500061035156,382.79998779296875,376.25,378.1000061035156,14471487
2026-04-23,370.3999938964844,375.95001220703125,367.6499938964844,370.04998779296875,27628052
2026-04-24,370.8500061035156,372.79998779296875,367.6499938964844,370.6000061035156,19678907
2026-04-27,376.79998779296875,380.45001220703125,373.25,375.0,11559552
2026-04-28,377.95001220703125,383.25,372.0,372.0,12852733
2026-04-29,382.0,386.04998779296875,377.54998779296875,378.0,7913344
2026-04-30,383.29998779296875,386.8500061035156,375.29998779296875,376.6000061035156,24812228
2026-05-01,383.29998779296875,383.29998779296875,383.29998779296875,383.29998779296875,0
2026-05-04,371.6499938964844,382.04998779296875,363.0,378.8999938964844,74467483
2026-05-05,371.3500061035156,375.5,368.75,371.0,19084772
2026-05-06,376.6000061035156,380.0,365.6499938964844,374.0,36195481
2026-05-07,379.3999938964844,382.45001220703125,374.29998779296875,376.1000061035156,27286751
2026-05-08,380.79998779296875,381.5,374.0,379.0,16183126
2026-05-11,381.04998779296875,386.0,374.3999938964844,376.1000061035156,21347878
2026-05-12,376.0,381.04998779296875,374.54998779296875,380.20001220703125,13065308
2026-05-13,377.6499938964844,384.0,376.8500061035156,377.8999938964844,16267456
2026-05-14,383.20001220703125,385.0,375.6000061035156,378.0,10652514
2026-05-15,387.04998779296875,393.29998779296875,380.5,383.20001220703125,19461437
